time,angle
12.63,41.4
13.73,40.88
14.83,40.19
15.96,39.86
17.06,39.48
18.16,38.95
19.29,38.56
20.39,38.21
21.49,37.68
22.63,37.19
23.73,36.87
24.83,36.49
25.93,36.14
27.03,35.71
28.13,35.32
29.26,34.89
30.36,34.64
31.46,34.3
32.56,33.91
33.66,33.72
34.76,33.34
35.86,33.02
36.96,32.54
38.06,32.33
39.16,32.02
40.26,31.67
41.36,31.42
42.46,31.17
43.56,30.98
44.62,30.59
45.72,30.32
46.82,30.11
47.92,29.85
49.02,29.56
50.12,29.11
51.22,28.66
52.29,28.36
53.39,28.16
54.49,27.91
55.59,27.66
56.69,27.31
57.76,26.94
58.86,26.86
59.96,26.65
61.06,26.41
62.12,26.12
63.22,25.98
64.32,25.65
65.42,25.31
66.49,25.16
67.59,24.85
68.69,24.59
69.76,24.44
70.86,24.31
71.96,24.07
73.02,23.93
74.12,23.82
75.22,23.42
76.29,23.36
77.39,23.09
78.46,22.93
79.56,22.88
80.66,22.62
81.72,22.42
82.82,22.16
83.89,21.93
84.99,21.82
86.09,21.5
87.16,21.28
88.26,21.04
89.32,20.86
90.42,20.74
91.49,20.68
92.59,20.52
93.69,20.18
94.76,20.14
95.86,19.81
96.92,19.7
98.02,19.42
99.09,19.26
100.19,19.06
101.26,19.01
102.36,18.71
103.42,18.54
104.52,18.41
105.59,18.3
106.65,18.08
107.75,18.02
108.85,17.8
109.92,17.71
110.99,17.47
112.09,17.36
113.15,17.17
114.25,17.08
115.32,16.91
116.42,16.73
117.49,16.6
118.59,16.37
119.65,16.32
120.75,16.12
121.82,16.06
122.89,15.97
123.99,15.85
125.05,15.69
126.15,15.59
127.22,15.51
128.29,15.38
129.39,15.31
130.45,15.09
131.55,14.91
132.62,14.77
133.69,14.67
134.79,14.62
135.85,14.4
136.95,14.26
138.02,14.19
139.09,14.14
140.19,14.1
141.25,14.02
142.35,13.83
143.42,13.62
144.49,13.49
145.59,13.41
146.65,13.25
147.72,13.18
148.82,13.13
149.89,13.06
150.99,12.91
152.05,12.88
153.12,12.79
154.22,12.62
155.29,12.46
156.35,12.36
157.45,12.31
158.52,12.23
159.59,12.11
160.69,11.98
161.75,11.94
162.82,11.7
163.92,11.67
164.99,11.56
166.05,11.45
167.12,11.3
168.22,11.31
169.29,11.24
170.39,11.21
171.45,11.06
172.52,10.95
173.62,10.82
174.68,10.71
175.75,10.73
176.82,10.6
177.92,10.62
178.98,10.52
180.05,10.43
181.15,10.22
182.22,10.01
183.28,9.97
184.38,9.89
185.45,9.8
186.52,9.73
187.58,9.62
188.68,9.64
189.75,9.52
190.82,9.44
191.92,9.34
192.98,9.4
194.05,9.31
195.12,9.19
196.22,9.18
197.28,9.08
198.35,9.07
199.45,8.99
200.52,9.0
201.58,8.79
202.65,8.47
203.75,8.42
204.82,8.46
205.88,8.3
206.98,8.3
208.05,8.29
209.12,8.25
210.18,8.09
211.28,8.0
212.35,8.09
213.42,8.02
214.48,8.0
215.58,7.97
216.65,7.93
217.72,7.7
218.78,7.57
219.88,7.58
220.95,7.48
