time,angle
0.87,43.98
1.8,43.25
2.73,42.44
3.67,41.89
4.6,41.39
5.53,40.91
6.47,40.36
7.4,39.62
8.33,38.93
9.27,38.12
10.13,37.54
11.07,37.44
12.0,37.33
12.93,37.04
13.87,36.6
14.8,36.08
15.73,35.17
16.6,34.41
17.54,34.57
18.47,34.48
19.4,34.17
20.34,33.4
21.2,32.58
22.14,32.76
23.07,32.75
24.0,32.18
24.94,31.38
25.8,31.27
26.74,31.35
27.67,30.77
28.6,29.85
29.47,30.01
30.4,30.03
31.34,29.37
32.2,28.79
33.14,29.01
34.07,28.68
35.0,27.59
35.87,28.09
36.8,27.79
37.74,26.87
38.6,26.99
39.54,26.97
40.47,26.01
41.34,26.22
42.27,26.05
43.2,25.23
44.07,25.62
45.0,25.32
45.87,24.69
46.8,24.95
47.74,24.36
48.6,24.13
49.54,24.16
50.47,23.35
51.34,23.56
52.27,23.27
53.14,22.83
54.07,22.86
55.0,22.26
55.87,22.36
56.8,22.15
57.67,21.69
58.6,21.82
59.54,21.05
60.4,21.44
61.34,20.94
62.2,20.76
63.14,20.67
64.0,20.13
64.94,20.33
65.87,19.59
66.74,19.95
67.67,19.38
68.54,19.41
69.47,19.15
70.34,18.83
71.27,18.89
72.14,18.32
73.07,18.48
73.94,17.77
74.87,18.09
75.8,17.49
76.67,17.73
77.6,17.25
78.47,17.35
79.41,16.92
80.27,16.99
81.21,16.75
82.07,16.55
83.01,16.38
83.87,16.18
84.81,15.97
85.67,15.88
86.61,15.82
87.47,15.48
88.41,15.4
89.27,15.07
90.21,15.07
91.07,14.8
92.01,14.87
92.87,14.5
93.81,14.61
94.67,14.27
95.61,14.29
96.47,13.91
97.41,13.96
98.27,13.67
99.21,13.54
100.07,13.37
101.01,13.23
101.87,13.08
102.81,12.89
103.67,12.78
104.61,12.69
105.47,12.65
106.41,12.34
107.27,12.37
108.21,12.12
109.07,12.14
110.01,11.72
110.87,11.92
111.74,11.32
112.67,11.71
113.54,11.19
114.47,11.28
115.34,10.99
116.27,11.07
117.14,11.01
118.07,10.81
118.94,10.87
119.87,10.58
120.74,10.67
121.67,10.28
122.54,10.36
123.41,9.92
124.34,10.14
125.21,9.83
126.14,9.72
127.01,9.58
127.94,9.39
128.81,9.42
129.74,9.24
130.61,9.33
131.54,8.96
132.41,9.15
133.27,8.91
134.21,8.9
135.07,8.95
136.01,8.85
136.87,8.69
137.81,8.41
138.67,8.52
139.54,8.25
140.47,8.35
141.34,8.01
142.27,7.94
143.14,7.99
144.08,7.75
144.94,7.73
145.88,7.4
146.74,7.48
147.61,7.34
148.54,7.44
149.41,7.34
150.34,7.13
151.21,7.26
152.14,7.19
153.01,7.24
153.88,7.02
154.81,7.28
155.68,7.15
156.61,6.67
157.48,6.7
158.34,6.42
159.28,6.46
160.14,6.22
161.08,6.15
161.94,6.09
162.88,5.77
163.74,5.84
164.61,5.71
165.54,5.86
166.41,5.79
167.34,5.62
168.21,5.64
169.08,5.35
170.01,5.63
170.88,5.42
171.81,5.41
172.68,5.32
173.61,5.11
174.48,5.28
175.34,5.1
176.28,5.09
177.14,4.89
178.08,4.86
178.94,4.85
179.81,4.78
180.74,4.87
181.61,4.9
182.54,4.72
183.41,4.79
184.34,4.5
185.21,4.56
186.08,4.57
