time,angle
4.83,67.01
4.87,66.31
4.90,64.04
4.93,59.56
4.97,53.30
5.00,45.60
5.03,36.46
5.07,25.35
5.10,14.02
5.13,2.16
5.17,-9.22
5.20,-21.23
5.23,-32.06
5.27,-41.14
5.30,-49.21
5.33,-56.25
5.37,-60.88
5.40,-63.88
5.43,-64.80
5.47,-64.18
5.50,-61.65
5.53,-57.34
5.57,-51.13
5.60,-43.14
5.63,-33.97
5.67,-22.81
5.70,-11.36
5.73,-0.11
5.77,12.32
5.80,23.50
5.83,34.19
5.87,42.55
5.90,50.57
5.93,56.54
5.97,61.38
6.00,64.35
6.03,65.42
6.07,64.44
6.10,61.57
6.13,56.76
6.17,49.52
6.20,41.69
6.23,32.42
6.27,21.18
6.30,10.19
6.33,-2.38
6.37,-13.52
6.40,-24.61
6.43,-34.99
6.47,-43.86
6.50,-50.84
6.53,-57.16
6.57,-60.72
6.60,-63.16
6.63,-63.76
6.67,-62.40
6.70,-59.08
6.73,-54.03
6.77,-47.36
6.80,-39.08
6.83,-29.09
6.87,-18.45
6.90,-6.84
6.93,5.89
6.97,16.81
7.00,27.26
7.03,36.99
7.07,44.58
7.10,52.42
7.13,57.94
7.17,61.88
7.20,63.96
7.23,64.10
7.27,62.25
7.30,58.50
7.33,52.85
7.37,46.03
7.40,36.78
7.43,26.44
7.47,15.71
7.50,4.46
7.53,-8.23
7.57,-19.30
7.60,-29.93
7.63,-38.79
7.67,-46.92
7.70,-53.63
7.73,-57.91
7.77,-61.22
7.80,-62.70
7.83,-62.30
7.87,-59.91
7.90,-55.75
7.93,-50.10
8.00,-33.29
8.03,-24.16
8.07,-12.28
8.10,-0.73
8.13,10.19
8.17,21.45
8.20,32.14
8.23,40.94
8.27,48.67
8.30,54.72
8.33,59.20
8.37,62.12
8.40,63.16
8.43,62.24
8.47,59.29
8.50,54.57
8.53,48.27
8.57,40.30
8.60,30.93
8.63,20.40
8.67,9.10
8.70,-2.37
8.73,-13.84
8.77,-24.53
8.80,-34.28
8.83,-42.71
8.87,-49.71
8.90,-55.24
8.93,-59.09
8.97,-61.27
9.00,-61.67
9.03,-60.08
9.07,-56.64
9.10,-51.61
9.13,-44.73
9.17,-36.58
9.20,-26.08
9.23,-16.97
9.27,-5.69
9.30,6.39
9.33,17.69
9.37,28.07
9.40,37.45
9.43,45.47
9.47,51.71
9.50,56.87
9.53,60.33
9.57,62.03
9.60,61.80
9.63,59.58
9.67,55.54
9.70,49.76
9.73,42.50
9.77,33.75
9.80,23.72
9.83,12.86
9.87,1.42
9.90,-9.90
9.93,-20.77
9.97,-30.68
10.00,-39.56
10.03,-46.86
10.07,-52.77
10.10,-57.14
10.13,-59.78
10.17,-60.73
10.20,-59.73
10.23,-56.89
10.27,-52.30
10.30,-46.14
10.33,-38.47
10.37,-29.29
10.40,-19.10
10.43,-8.18
10.47,3.20
10.50,14.38
10.53,24.94
10.57,34.47
10.60,42.83
10.63,49.41
10.67,54.78
10.70,58.68
10.73,60.85
10.77,61.08
10.80,59.35
10.83,55.82
10.87,50.62
10.90,43.74
10.93,35.47
10.97,25.94
11.00,15.33
11.03,4.19
11.07,-7.14
11.10,-17.92
11.13,-28.06
11.17,-37.01
11.20,-44.57
11.23,-50.78
11.27,-55.44
11.30,-58.51
11.33,-59.75
11.37,-59.20
11.40,-56.79
11.43,-52.63
