time,angle
4.7,40.9
5.8,41.37
6.9,40.69
8.0,40.21
9.1,39.87
10.23,39.73
11.33,39.24
12.43,39.03
13.53,38.67
14.63,38.33
15.73,37.82
16.83,37.62
17.93,37.24
19.03,37.13
20.13,36.71
21.23,36.59
22.33,36.46
23.43,36.18
24.53,35.83
25.63,35.43
26.73,35.21
27.83,34.86
28.89,34.42
29.99,33.89
31.09,33.89
32.19,33.61
33.29,33.24
34.39,33.37
35.46,32.83
36.56,32.54
37.66,32.09
38.76,31.76
39.86,31.86
40.92,31.24
42.02,31.02
43.12,30.65
44.19,30.56
45.29,30.55
46.39,30.42
47.49,30.34
48.56,29.45
49.66,29.51
50.76,28.97
51.82,28.69
52.92,28.87
53.99,28.43
55.09,28.6
56.19,28.36
57.26,27.98
58.36,27.97
59.46,27.74
60.52,27.33
61.62,27.41
62.69,27.04
63.79,27.02
64.89,26.93
65.96,26.37
67.06,26.12
68.12,26.05
69.22,26.07
70.29,25.49
71.39,25.74
72.46,25.53
73.56,25.52
74.62,25.26
75.72,25.03
76.79,24.82
77.89,24.9
78.96,24.36
80.06,24.19
81.12,24.29
82.22,25.1
83.29,24.01
84.39,24.78
85.46,24.51
86.56,22.99
87.62,23.05
88.69,23.13
89.79,22.83
90.86,23.02
91.96,22.9
93.02,23.77
94.12,22.49
95.19,23.18
96.26,23.13
97.36,23.02
98.42,23.22
99.49,22.58
100.59,23.0
101.66,22.9
102.76,22.6
103.82,21.64
104.89,21.97
105.99,22.36
107.05,21.4
108.12,21.77
109.22,20.78
110.29,20.75
111.35,20.96
112.45,21.51
113.52,20.79
114.59,20.77
115.69,21.42
116.75,20.49
117.82,20.81
118.92,20.11
119.99,21.16
121.05,20.76
122.12,20.61
123.22,20.02
124.29,19.63
125.35,19.49
126.45,20.27
127.52,19.6
128.59,19.38
129.69,19.39
130.75,20.11
131.82,19.17
132.89,19.44
133.99,18.94
135.05,18.78
136.12,18.54
137.19,18.55
138.29,18.33
139.35,18.05
140.42,18.02
141.49,17.97
142.59,17.64
143.65,17.58
144.72,17.5
145.79,17.38
146.85,17.21
147.95,17.3
149.02,17.18
150.09,17.12
151.15,16.81
152.25,16.66
153.32,16.79
154.39,16.84
155.45,16.48
156.52,16.34
157.59,16.25
158.69,16.24
159.75,16.17
160.82,16.04
161.89,15.79
162.99,15.6
164.05,15.64
165.12,15.54
166.19,15.45
167.25,15.38
168.32,15.3
169.42,15.16
170.49,15.14
171.55,14.86
172.62,14.92
173.68,14.75
174.75,14.61
175.85,14.57
176.92,14.49
177.98,14.36
179.05,14.36
180.12,14.32
181.18,14.21
182.25,14.15
183.35,14.1
184.42,14.0
185.48,13.81
186.55,13.78
187.62,13.6
188.68,13.53
189.78,13.19
190.85,13.11
191.92,13.05
192.98,12.94
194.05,12.8
195.12,12.83
196.18,12.79
197.25,12.64
198.32,12.63
199.42,12.71
200.48,12.49
201.55,12.34
202.62,12.38
203.68,12.14
204.75,12.16
205.82,11.89
206.88,11.97
207.95,11.85
209.05,11.69
210.12,11.72
211.18,11.69
212.25,11.4
213.32,11.29
214.38,11.54
215.45,11.46
216.52,11.29
217.58,11.44
218.65,11.36
219.75,11.22
220.82,11.31
221.88,11.16
222.95,11.14
224.02,11.14
225.08,11.15
226.15,11.07
227.22,11.03
228.28,10.79
229.35,10.6
230.42,10.54
231.52,10.53
232.55,10.59
233.65,10.41
234.72,10.45
235.78,10.34
236.85,10.33
237.92,10.02
238.98,9.95
240.05,9.93
241.11,9.85
242.21,9.59
243.25,9.42
244.31,9.44
245.38,9.26
246.45,9.43
247.51,9.0
248.58,8.94
249.68,8.97
250.75,8.87
251.81,8.87
252.88,8.77
253.95,8.58
255.01,8.73
256.08,8.71
257.15,8.61
258.21,8.58
259.28,8.38
260.35,8.27
261.41,8.32
262.48,8.47
263.55,8.36
264.61,8.39
265.68,8.52
266.75,8.32
267.81,8.24
268.88,8.27
269.95,8.08
271.01,7.86
272.11,7.77
273.15,7.7
274.25,7.7
275.31,7.71
