time,angle
6.1,58.13
7.23,57.32
8.37,56.1
9.47,55.23
10.6,54.8
11.73,54.01
12.83,53.36
13.97,52.24
15.07,51.8
16.17,51.2
17.3,50.5
18.4,49.98
19.5,49.31
20.6,48.75
21.7,48.01
22.8,47.5
23.9,46.94
25.0,46.3
26.1,45.87
27.2,45.41
28.3,44.94
29.4,44.41
30.5,43.86
31.6,43.31
32.67,42.89
33.77,42.59
34.86,42.1
35.93,41.54
37.03,41.21
38.13,40.68
39.2,40.19
40.3,39.91
41.4,39.34
42.46,39.1
43.56,38.61
44.63,38.44
45.73,37.92
46.8,37.73
47.86,37.19
48.96,37.02
50.03,36.63
51.13,36.29
52.2,36.06
53.26,35.51
54.36,35.37
55.43,35.11
56.5,34.71
57.6,34.49
58.66,34.24
59.73,33.89
60.8,33.38
61.9,33.27
62.96,32.99
64.03,32.6
65.1,32.29
66.2,32.01
67.26,31.96
68.33,31.76
69.4,31.36
70.46,31.06
71.53,30.75
72.6,30.51
73.66,30.24
74.76,29.87
75.83,29.68
76.9,29.51
77.96,29.37
79.03,29.17
80.1,28.98
81.16,28.84
82.23,28.48
83.3,28.38
84.36,28.2
85.43,28.05
86.5,27.61
87.56,27.48
88.63,27.21
89.7,26.95
90.76,26.53
91.83,26.27
92.9,26.02
93.96,26.04
95.03,25.82
96.06,25.58
97.13,25.54
98.2,25.34
99.26,25.25
100.33,25.02
101.4,24.91
102.46,24.63
103.53,24.41
104.59,24.23
105.63,24.04
106.69,23.87
107.76,23.73
108.83,23.42
109.89,23.19
110.96,22.78
111.99,22.88
113.06,22.64
114.13,22.6
115.19,22.53
116.26,22.24
117.29,22.25
118.36,22.09
119.43,21.89
120.49,21.66
121.56,21.43
122.59,21.34
123.66,21.28
124.73,21.18
125.79,21.13
126.83,20.81
127.89,20.74
128.96,20.57
130.03,20.14
131.06,20.03
132.13,19.96
133.19,20.0
134.26,19.78
135.29,19.57
136.36,19.34
137.43,19.14
138.46,19.02
139.53,18.97
140.59,18.77
141.63,18.53
142.69,18.33
143.76,18.18
144.83,17.89
145.86,18.0
146.93,17.99
147.99,17.91
149.03,17.89
150.09,17.82
151.16,17.68
152.19,17.42
153.26,17.3
154.33,17.21
155.36,16.9
156.43,16.84
157.46,16.63
158.53,16.59
159.59,16.5
160.63,16.28
161.69,16.16
162.76,15.88
163.79,15.79
164.86,15.71
165.93,15.59
166.96,15.65
168.03,15.45
169.06,15.36
170.13,15.39
171.19,15.1
172.22,15.02
173.29,15.08
174.32,14.9
175.39,14.8
176.46,14.65
177.49,14.51
178.56,14.51
179.59,14.36
180.66,14.14
181.72,14.07
182.76,13.92
183.82,13.77
184.86,13.8
185.92,13.83
186.96,13.64
188.02,13.62
189.09,13.41
190.12,13.37
191.19,13.35
192.22,13.36
193.29,13.32
194.32,13.21
195.39,13.24
196.46,13.07
197.49,13.02
198.56,12.63
199.59,12.6
200.66,12.27
201.69,12.28
202.76,12.26
203.79,12.22
204.86,12.29
205.92,11.96
206.96,11.9
208.02,12.0
209.06,12.0
210.12,11.91
211.16,11.66
212.22,11.55
