time,angle
1.8,45.33
3.0,44.86
4.13,44.53
5.27,43.76
6.47,42.9
7.6,42.86
8.73,42.55
9.87,41.93
11.0,41.32
12.2,40.69
13.33,40.56
14.47,40.25
15.6,39.95
16.74,39.56
17.87,39.06
19.0,38.59
20.14,38.0
21.27,37.63
22.4,37.12
23.6,36.82
24.74,36.55
25.87,36.24
27.0,35.93
28.14,35.68
29.27,35.31
30.4,34.96
31.54,34.61
32.67,34.31
33.8,33.87
34.87,33.56
36.0,33.37
37.14,33.16
38.27,32.97
39.4,32.86
40.54,32.56
41.67,32.35
42.8,32.1
43.94,31.78
45.07,31.41
46.2,31.11
47.34,30.62
48.4,30.52
49.54,30.44
50.67,30.31
51.8,30.16
52.94,29.72
54.07,29.36
55.14,28.86
56.27,28.88
57.4,28.82
58.54,28.66
59.67,28.36
60.8,27.86
61.87,27.67
63.0,27.65
64.14,27.49
65.27,27.24
66.4,26.81
67.47,26.72
68.6,26.78
69.74,26.46
70.87,26.09
71.94,25.71
73.07,25.82
74.2,25.79
75.34,25.37
76.4,24.94
77.54,25.06
78.67,24.91
79.81,24.55
80.87,24.27
82.01,24.31
83.14,24.2
84.27,23.74
85.34,23.55
86.47,23.65
87.61,23.4
88.67,22.95
89.81,23.06
90.94,22.93
92.07,22.52
93.14,22.49
94.27,22.5
95.41,22.23
96.47,21.95
97.61,21.93
98.74,21.81
99.81,21.26
100.94,21.42
102.07,21.24
103.14,20.8
104.27,21.05
105.41,20.83
106.47,20.41
107.61,20.83
108.74,20.4
109.81,19.91
110.94,20.1
112.07,19.92
113.14,19.55
114.27,19.73
115.41,19.46
116.47,19.18
117.61,19.2
118.74,19.0
119.81,18.82
120.87,19.13
122.07,18.48
123.14,18.49
124.27,18.42
125.34,18.1
126.47,18.19
127.61,18.02
128.67,17.8
129.81,17.78
130.94,17.47
132.01,17.48
133.14,17.32
134.21,16.95
135.34,17.11
136.47,16.93
137.54,16.75
138.67,16.78
139.81,16.45
140.87,16.56
142.01,16.38
143.08,16.18
144.21,16.19
145.34,15.88
146.41,15.87
147.54,15.74
148.61,15.64
149.74,15.65
150.88,15.31
151.94,15.42
153.08,15.24
154.14,15.11
155.28,15.1
156.34,14.74
157.48,14.89
158.61,14.68
159.68,14.65
160.81,14.56
161.88,14.26
163.01,14.43
164.14,14.14
165.21,14.14
166.34,14.01
167.41,13.95
168.54,13.85
169.61,13.62
170.74,13.64
171.88,13.44
172.94,13.55
174.08,13.34
175.14,13.24
176.28,13.14
177.34,12.93
178.48,13.02
179.54,12.7
180.68,12.74
181.81,12.68
182.88,12.65
184.01,12.53
185.08,12.42
186.21,12.47
187.28,12.17
188.41,12.2
189.54,11.93
190.61,12.03
191.74,11.81
192.81,11.83
193.94,11.71
195.01,11.63
196.14,11.69
197.21,11.46
198.34,11.42
199.41,11.25
200.54,11.28
201.68,11.08
202.74,11.12
203.88,10.91
204.94,11.03
206.08,10.77
207.15,10.8
208.28,10.73
209.35,10.66
210.48,10.56
211.55,10.38
212.68,10.39
213.75,10.22
214.88,10.35
216.01,10.12
217.08,10.19
218.21,9.96
219.28,10.0
220.41,9.83
221.48,9.94
222.61,9.66
223.68,9.69
224.81,9.64
225.88,9.48
227.01,9.47
228.08,9.45
229.21,9.43
230.28,9.26
231.41,9.27
232.48,9.09
233.61,9.12
234.68,8.93
235.81,9.02
236.88,8.76
238.01,8.84
239.15,8.69
240.21,8.75
241.35,8.55
242.41,8.57
243.55,8.45
244.61,8.48
245.75,8.38
246.81,8.38
247.95,8.23
249.01,8.29
250.15,8.17
251.21,8.13
252.35,8.12
253.41,8.01
254.55,7.96
255.61,7.84
256.75,7.86
257.81,7.77
258.95,7.79
260.01,7.66
261.15,7.76
262.21,7.5
263.35,7.5
264.41,7.44
265.55,7.42
266.61,7.42
267.75,7.36
268.82,7.29
269.95,7.29
271.02,7.09
272.15,7.14
273.22,6.97
274.35,7.05
275.42,6.93
276.55,6.96
277.62,6.78
278.75,6.78
279.82,6.74
280.95,6.73
282.02,6.61
283.15,6.67
284.22,6.47
285.35,6.55
286.42,6.42
287.55,6.42
288.62,6.42
