time,angle
1.07,46.01
1.9,45.53
2.73,44.88
3.53,44.41
4.37,44.18
5.2,43.58
6.03,43.06
6.83,42.85
7.67,42.47
8.47,41.97
9.3,41.68
10.13,41.1
10.93,40.9
11.77,40.6
12.57,40.09
13.4,39.7
14.2,39.18
15.03,38.94
15.83,38.5
16.67,38.35
17.47,37.92
18.3,37.7
19.1,37.38
19.94,36.91
20.74,36.7
21.54,36.3
22.37,36.05
23.17,35.73
24.0,35.27
24.8,35.28
25.6,35.01
26.44,34.53
27.24,34.27
28.04,33.96
28.87,33.65
29.67,33.46
30.47,33.33
31.27,32.94
32.1,32.54
32.9,32.46
33.7,32.27
34.5,31.8
35.34,31.65
36.14,31.46
36.94,31.18
37.74,30.88
38.57,30.55
39.37,30.48
40.17,30.24
40.97,29.98
41.77,29.75
42.6,29.39
43.4,29.34
44.2,29.27
45.0,28.98
45.8,28.71
46.6,28.56
47.4,28.14
48.24,27.95
49.04,27.81
49.84,27.53
50.64,27.5
51.44,27.25
52.24,27.06
53.04,26.85
53.84,26.57
54.64,26.39
55.44,26.01
56.27,26.08
57.07,25.9
57.87,25.72
58.67,25.43
59.47,25.29
60.27,25.03
61.07,24.87
61.87,24.7
62.67,24.42
63.47,24.33
64.27,24.2
65.07,23.9
65.87,23.77
66.67,23.6
67.47,23.56
68.27,23.18
69.07,23.06
69.87,22.93
70.67,22.65
71.47,22.62
72.27,22.49
73.07,22.23
73.87,22.19
74.67,21.85
75.07,-19.1
75.47,21.84
76.27,21.73
77.07,21.41
77.87,21.3
78.67,21.11
79.47,21.09
80.27,20.88
81.07,20.73
81.44,-16.57
81.87,20.44
82.27,-16.88
82.67,20.28
83.47,20.25
84.21,20.5
84.31,20.68
85.07,20.04
85.84,21.33
86.64,19.68
87.07,-15.92
87.44,19.36
88.24,19.38
89.04,19.38
89.84,18.98
90.64,20.99
91.44,18.84
92.24,20.93
93.04,18.56
93.77,18.69
94.64,20.36
95.44,17.97
96.24,17.85
97.01,17.71
97.81,17.74
98.61,19.32
99.41,17.56
100.21,19.42
101.01,17.09
101.74,17.82
102.61,16.84
103.41,16.63
104.17,16.49
104.97,16.37
105.77,16.48
106.57,18.48
107.37,16.2
108.17,18.21
108.97,15.86
109.74,15.66
110.54,15.64
111.34,15.48
112.14,15.35
112.94,15.27
113.74,15.11
114.54,14.98
115.31,14.76
116.11,14.73
116.91,14.67
117.71,14.5
118.51,14.4
119.31,14.24
120.11,16.4
120.87,14.05
121.67,15.84
122.47,16.17
123.27,15.97
124.07,15.79
124.87,15.71
125.61,14.94
126.44,15.56
127.24,15.62
128.04,14.9
