time,angle
6.47,64.42
7.97,63.08
9.43,62.07
10.9,60.45
12.37,59.21
13.8,57.95
15.27,56.88
16.73,55.66
18.17,54.74
19.6,53.7
21.03,52.66
22.47,51.67
23.9,50.81
25.33,49.97
26.77,49.24
28.2,48.47
29.63,47.56
31.03,46.84
32.47,46.24
33.87,45.41
35.3,44.85
36.7,44.04
38.13,43.46
39.53,42.89
40.93,42.14
42.36,41.57
43.76,40.97
45.16,40.37
46.56,39.75
47.96,39.33
49.36,38.76
50.76,38.18
52.16,37.67
53.56,37.15
54.96,36.73
56.36,36.2
57.76,35.88
59.16,35.53
60.56,35.01
61.96,34.58
63.33,34.25
64.73,33.91
66.13,33.56
67.5,33.13
68.9,32.7
70.3,32.27
71.66,31.84
73.06,31.54
74.46,31.25
75.83,30.94
77.22,30.62
78.62,30.24
79.99,30.01
81.39,29.65
82.76,29.23
84.16,29.0
85.52,28.68
86.92,28.35
88.29,28.13
89.66,27.76
91.06,27.49
92.42,27.23
93.82,27.07
95.19,26.81
96.56,26.51
97.96,26.19
99.32,25.95
100.72,25.72
102.09,25.52
103.46,25.25
104.82,24.94
106.22,24.74
107.59,24.52
108.95,24.26
110.35,24.0
111.72,23.87
113.09,23.54
114.45,23.32
115.85,23.1
117.22,22.9
118.59,22.75
119.95,22.44
121.32,22.29
122.72,22.09
124.09,21.98
125.45,21.77
126.82,21.52
128.19,21.32
129.55,21.15
130.95,21.0
132.32,20.75
133.69,20.61
135.05,20.45
136.42,20.25
137.79,20.04
139.15,19.97
140.52,19.78
141.92,19.56
143.29,19.45
144.65,19.37
146.02,19.25
147.39,19.08
148.75,18.93
150.12,18.84
151.49,18.66
152.85,18.46
154.22,18.28
155.59,18.23
156.95,18.04
158.32,17.76
159.69,17.6
161.09,17.54
162.45,17.36
163.82,17.3
165.19,17.08
166.55,16.94
167.92,16.81
169.29,16.72
170.65,16.55
172.02,16.48
173.38,16.27
174.75,16.14
176.12,15.95
177.48,15.82
178.85,15.64
180.22,15.7
181.58,15.53
182.92,15.47
184.28,15.33
185.65,15.22
187.02,15.11
188.38,14.9
189.75,14.91
191.12,14.73
192.48,14.56
193.85,14.43
195.22,14.27
196.58,14.19
197.95,14.05
199.32,13.96
200.68,13.96
202.05,13.82
203.42,13.67
204.75,13.51
206.15,13.46
207.52,13.32
208.85,13.25
210.22,13.22
211.58,13.07
212.95,12.96
214.32,12.92
215.68,13.0
217.05,12.82
218.42,12.69
219.78,12.61
221.12,12.43
222.48,12.3
223.85,12.28
225.22,12.18
226.58,12.01
227.95,11.88
229.32,11.88
230.68,11.72
232.05,11.6
233.42,11.52
234.75,11.42
236.12,11.41
237.48,11.32
238.85,11.32
240.22,11.35
241.58,11.23
242.95,11.11
244.28,11.05
245.65,10.95
247.01,10.88
248.38,10.94
249.75,10.8
251.11,10.82
252.48,10.63
253.81,10.67
255.18,10.54
256.55,10.47
257.91,10.37
259.28,10.28
260.65,10.2
261.98,10.12
263.35,9.97
264.71,9.9
267.45,9.64
268.81,9.63
270.18,9.48
271.51,9.48
272.88,9.45
274.25,9.38
275.61,9.25
276.98,9.17
278.35,9.09
279.68,9.0
281.05,8.99
282.41,8.91
283.78,8.85
285.15,8.77
286.48,8.68
287.85,8.69
289.21,8.53
293.28,8.35
294.65,8.33
296.01,8.28
297.38,8.24
298.75,8.24
300.11,8.29
301.45,8.22
302.81,8.11
304.18,8.04
305.55,7.88
306.91,7.82
308.25,7.81
309.61,7.74
310.98,7.85
312.34,7.6
313.71,7.57
315.04,7.49
316.41,7.46
317.78,7.47
319.14,7.39
320.48,7.22
321.84,7.19
323.21,7.14
324.58,7.19
325.94,7.06
327.31,7.03
328.64,6.99
330.01,6.95
331.38,6.99
332.74,6.88
334.08,6.78
335.44,6.66
336.81,6.59
338.18,6.64
339.54,6.62
340.88,6.62
342.24,6.53
343.61,6.5
344.98,6.5
346.31,6.37
347.68,6.28
349.04,6.25
350.41,6.28
351.78,6.16
353.11,6.2
354.48,6.17
355.84,6.19
357.21,6.16
358.58,6.07
359.91,6.0
361.28,5.87
362.64,5.82
364.01,5.8
365.34,5.77
366.71,5.67
368.08,5.71
369.44,5.68
370.78,5.58
372.14,5.51
373.51,5.49
374.88,5.55
376.21,5.45
377.57,5.33
378.94,5.36
380.31,5.37
381.67,5.38
383.01,5.22
384.37,5.35
385.74,5.21
387.07,5.19
388.44,5.09
389.81,5.02
391.17,5.11
392.51,4.95
393.87,4.86
395.24,4.94
396.61,4.92
397.97,4.95
