time,angle
5.9,54.65
6.87,54.1
7.83,53.12
8.8,52.5
9.73,52.02
10.7,51.43
11.66,50.96
12.63,50.5
13.59,49.74
14.53,49.29
15.49,48.84
16.46,48.13
17.39,47.71
18.36,47.11
19.29,46.55
20.26,46.11
21.19,45.74
22.16,45.07
23.09,44.7
24.06,44.15
24.99,43.95
25.93,43.32
26.89,42.81
27.83,42.72
28.76,42.22
29.69,41.67
30.66,41.13
31.59,41.01
32.53,40.75
33.46,40.43
34.39,39.93
35.32,39.62
36.29,39.32
37.22,39.0
38.16,38.83
39.09,38.58
40.02,38.02
40.96,37.42
41.89,37.27
42.82,36.99
43.76,36.62
44.69,36.36
45.62,36.23
46.56,36.07
47.49,35.58
48.42,35.25
49.32,34.67
50.26,34.46
51.19,34.29
52.12,33.92
53.06,33.61
53.99,33.54
54.92,33.23
55.86,32.72
56.76,32.4
57.69,32.14
58.62,32.11
59.56,31.81
60.49,31.37
61.39,31.13
62.32,31.02
63.26,30.89
64.19,30.7
65.09,30.54
66.02,30.57
66.96,30.21
67.86,29.72
68.79,29.66
69.72,29.33
70.66,28.97
71.56,28.83
72.49,28.79
73.42,28.29
74.32,28.11
75.26,27.86
76.19,27.51
77.09,27.41
78.02,27.44
78.92,27.02
79.86,26.87
80.79,27.03
81.69,26.72
82.62,26.71
83.52,26.41
84.46,26.16
85.39,26.03
86.29,25.86
87.22,25.73
88.12,25.39
89.06,25.37
89.96,25.47
90.89,25.72
91.79,25.24
92.72,25.34
93.66,24.8
94.56,24.37
95.49,24.03
96.39,23.94
97.32,23.73
98.22,23.43
99.16,23.26
100.06,23.03
100.99,22.81
101.89,22.72
102.82,22.39
103.72,22.29
104.65,22.23
105.55,22.71
106.45,22.18
107.39,22.24
108.29,22.23
109.22,22.28
110.12,22.18
111.05,21.49
111.95,21.52
112.89,21.18
113.79,20.39
114.69,20.36
115.62,20.57
116.52,20.81
117.45,20.73
118.35,20.47
119.29,20.43
120.19,20.56
121.09,20.55
122.02,20.67
122.92,20.53
123.85,20.58
124.75,20.58
125.65,20.39
126.59,20.09
127.49,20.16
128.39,19.95
129.32,19.79
130.22,19.81
131.15,19.98
132.05,19.79
132.95,19.75
133.89,19.51
134.79,19.25
135.72,19.23
136.62,19.18
137.52,18.99
138.45,18.63
139.35,18.52
140.25,18.38
141.19,18.19
142.09,18.02
142.99,17.97
143.92,17.83
144.82,17.74
145.72,17.63
146.65,17.21
147.55,17.13
148.45,16.86
149.39,16.57
150.29,16.74
151.19,16.57
152.12,16.29
153.02,16.51
153.92,16.22
154.82,15.81
155.75,15.92
156.65,15.98
157.59,15.87
158.49,15.57
159.39,15.75
160.29,15.6
161.22,15.55
162.12,15.41
163.02,15.25
163.95,15.24
164.85,15.25
165.75,15.16
166.65,14.79
167.59,14.74
168.49,14.75
169.39,14.64
170.32,14.51
171.22,14.36
172.12,14.47
173.02,14.42
173.95,14.37
174.85,14.43
175.75,14.46
176.65,14.14
177.58,14.01
178.48,14.0
179.38,13.75
180.32,13.82
181.22,13.78
182.12,13.73
183.02,13.52
183.95,13.68
184.85,13.25
185.75,13.34
186.65,13.21
187.58,12.95
188.48,12.76
189.38,12.61
190.28,12.29
191.22,12.35
192.12,12.64
193.02,12.85
193.92,12.69
194.85,12.51
195.75,12.54
196.65,12.41
197.55,12.18
198.48,12.23
199.38,12.18
200.28,12.14
201.18,12.1
202.12,11.96
203.02,12.03
203.92,11.82
204.82,11.64
205.75,11.29
206.65,11.43
207.55,11.5
208.45,11.26
209.35,11.08
210.28,10.96
211.18,10.98
212.08,10.96
212.98,10.72
213.88,10.77
214.82,10.81
215.72,10.7
216.62,10.48
217.52,10.49
218.45,10.38
219.35,10.32
220.25,10.22
221.15,10.25
222.05,10.24
222.98,10.26
223.88,9.91
224.78,9.69
225.68,9.68
226.62,9.65
227.52,9.66
228.42,9.52
229.32,9.34
230.22,9.36
231.15,8.89
232.05,8.98
232.95,8.86
233.86,8.63
