time,angle
6.03,65.42
7.23,64.1
8.4,63.16
9.57,62.03
10.77,61.08
11.93,60.17
13.1,59.13
14.27,58.17
15.43,57.18
16.6,56.45
17.77,55.49
18.9,54.78
20.07,54.15
21.23,53.38
22.37,52.82
23.53,52.15
24.67,51.39
25.83,50.76
26.97,50.14
28.13,49.34
29.27,49.06
30.4,48.53
31.53,47.77
32.7,47.22
33.83,46.78
34.96,46.33
36.1,45.77
37.23,45.19
38.36,44.75
39.5,44.28
40.63,43.84
41.76,43.29
42.9,42.94
44.03,42.52
45.16,42.09
46.3,41.66
47.43,41.16
48.53,40.77
49.66,40.37
50.8,40.08
51.93,39.56
53.03,39.09
54.16,38.72
55.3,38.4
56.43,37.98
57.53,37.68
58.66,37.33
59.76,36.85
60.9,36.62
62.03,36.23
63.13,35.94
64.26,35.61
65.36,35.27
66.5,34.87
67.6,34.53
68.73,34.22
69.83,33.93
70.96,33.64
72.06,33.27
73.2,32.97
74.3,32.79
75.43,32.33
76.53,32.21
77.63,31.76
78.76,31.63
79.86,31.39
80.96,30.95
82.1,30.85
83.2,30.62
84.33,30.28
85.43,30.09
86.53,29.86
87.63,29.58
88.76,29.39
89.86,29.11
90.96,28.76
92.1,28.52
93.2,28.48
94.3,28.26
95.4,27.95
96.53,27.69
97.63,27.63
98.73,27.41
99.83,27.32
100.93,27.08
102.06,26.77
103.16,26.6
104.26,26.37
105.36,26.12
106.46,25.86
107.56,25.69
108.69,25.56
109.79,25.43
110.89,25.21
111.99,25.13
113.09,24.93
114.19,24.54
115.29,24.26
116.39,24.02
117.53,23.77
118.63,23.57
119.73,23.45
120.83,23.23
121.93,23.12
123.03,22.98
124.13,22.95
125.23,22.94
126.33,22.81
127.43,22.62
128.53,22.61
129.63,22.33
130.73,22.06
131.83,22.02
132.93,21.84
134.03,21.6
135.13,21.4
136.23,21.28
137.33,21.04
138.43,20.87
139.53,20.71
140.63,20.6
141.73,20.46
142.83,20.26
143.93,20.06
145.03,19.89
146.13,19.76
147.23,19.66
148.33,19.59
149.43,19.4
150.53,19.29
151.63,19.01
152.73,18.76
153.83,18.66
154.93,18.48
156.03,18.4
157.13,18.32
158.23,18.11
159.33,17.91
160.39,17.85
161.49,17.82
162.59,17.73
163.69,17.64
164.79,17.45
165.89,17.24
166.99,17.08
168.09,16.88
169.19,16.82
170.29,16.64
171.36,16.52
172.46,16.39
173.56,16.39
174.66,16.25
175.76,16.18
176.86,16.11
177.96,16.09
179.06,15.82
180.16,15.83
181.22,15.57
182.32,15.65
183.42,15.45
184.52,15.43
185.62,15.24
186.72,15.21
187.82,14.94
188.89,15.01
189.99,14.84
191.09,14.69
192.19,14.52
193.29,14.55
194.39,14.24
195.46,14.26
196.56,14.08
197.66,14.1
198.76,13.95
199.86,13.8
200.96,13.69
202.02,13.61
203.12,13.48
204.22,13.38
205.32,13.13
206.42,13.17
207.49,12.98
208.59,13.04
209.69,13.05
210.79,13.07
211.89,12.86
212.99,12.68
214.06,12.6
215.16,12.55
216.26,12.4
217.36,12.29
218.46,12.17
219.52,11.97
220.62,11.88
221.72,12.0
222.82,11.87
223.89,11.64
224.99,11.63
226.09,11.63
227.19,11.51
228.29,11.37
229.36,11.33
230.46,11.12
231.56,11.14
232.66,11.05
233.76,10.88
234.82,10.82
235.92,10.75
237.02,10.71
238.12,10.65
239.19,10.58
240.29,10.6
241.39,10.6
242.49,10.47
243.55,10.43
244.65,10.43
245.75,10.39
246.85,10.22
247.95,9.87
249.02,9.83
250.12,9.89
251.22,9.7
252.32,9.68
253.39,9.53
254.49,9.5
255.59,9.37
256.69,9.32
257.75,9.29
258.85,9.12
259.95,8.9
261.05,9.07
262.12,9.11
263.22,9.03
264.32,8.96
265.42,8.99
266.49,8.76
267.59,8.79
268.69,8.56
269.75,8.49
270.85,8.46
271.95,8.35
273.05,8.21
274.12,8.26
275.22,8.14
276.32,8.12
277.39,8.2
278.49,8.26
279.59,8.04
280.69,7.97
281.79,8.01
282.85,8.1
