time,angle
7.53,39.27
8.73,38.21
9.9,38.19
11.1,37.47
12.27,37.22
13.46,36.92
14.63,36.41
15.83,36.3
16.99,35.78
18.19,35.74
19.36,35.33
20.56,34.93
21.73,35.98
22.89,34.65
24.09,34.04
25.26,34.23
26.43,33.66
27.63,33.21
28.79,33.1
29.96,32.75
31.13,32.42
32.33,32.25
33.49,31.95
34.66,31.78
35.82,31.45
37.02,31.35
38.19,31.23
39.36,30.83
40.52,31.4
41.69,30.44
42.86,30.23
44.06,30.0
45.22,29.76
46.39,29.67
47.56,29.49
48.72,30.47
49.89,29.99
51.06,28.63
52.22,28.44
53.39,28.11
54.56,27.94
55.72,27.78
56.92,27.59
58.09,27.36
59.26,27.39
60.42,27.21
61.59,26.98
62.76,26.6
63.92,26.46
65.09,26.21
66.26,26.15
67.42,25.95
68.56,25.7
69.72,25.62
70.89,25.34
72.06,25.24
73.22,25.13
74.39,24.9
75.56,24.73
76.72,24.54
77.89,24.47
79.06,24.36
80.22,24.14
81.39,23.86
82.56,23.73
83.69,25.02
84.86,23.69
86.02,24.98
87.19,23.33
88.36,22.97
89.52,22.95
90.69,23.94
91.82,22.72
92.99,22.63
94.16,22.36
95.32,22.24
96.49,22.2
97.66,22.0
98.79,21.93
99.96,22.59
101.12,22.41
102.29,21.34
103.46,22.1
104.59,21.95
105.75,20.77
106.92,21.75
108.09,21.71
109.25,20.54
110.39,20.81
111.55,21.69
112.72,21.22
113.85,21.0
115.02,19.74
116.19,19.64
117.35,19.51
118.49,20.45
119.65,20.37
120.82,20.18
121.99,20.12
123.12,20.03
124.29,19.89
125.45,19.87
126.62,19.65
127.75,18.03
128.92,18.04
130.02,18.37
131.22,19.22
132.39,19.21
133.55,19.08
134.69,18.84
135.85,18.8
137.02,18.61
138.15,18.51
139.32,18.38
140.49,18.29
141.62,18.09
142.79,18.04
143.95,17.93
145.12,17.75
146.25,17.82
147.42,17.55
148.55,17.42
149.72,17.42
150.89,17.27
152.02,17.07
153.19,17.07
154.35,16.96
155.49,16.95
156.65,16.84
157.79,16.75
158.95,16.65
160.12,16.68
161.25,16.51
162.42,16.53
163.59,16.25
164.72,16.28
165.89,16.23
167.02,15.86
168.19,15.75
169.35,15.68
170.49,15.61
171.65,15.49
172.78,15.38
173.95,15.37
175.12,15.21
176.25,15.1
177.42,15.09
178.55,14.81
179.72,14.91
180.85,14.79
182.02,14.86
183.18,14.71
184.32,14.67
185.48,14.63
186.62,14.46
187.78,14.51
188.95,14.31
190.08,14.31
191.25,14.22
192.38,14.16
193.55,14.18
194.68,13.85
195.85,13.85
196.98,13.77
198.15,13.85
199.28,13.66
200.45,13.54
201.62,13.49
202.75,13.48
203.92,13.41
205.05,13.26
206.22,13.26
207.35,13.11
208.52,12.98
209.65,12.97
210.82,12.87
211.95,12.69
213.12,12.68
214.28,12.66
215.42,12.37
216.58,12.43
217.72,12.34
218.88,12.36
220.02,12.33
221.18,12.19
222.32,12.14
223.48,12.13
224.62,12.09
225.78,11.98
226.92,11.93
228.08,11.6
229.22,11.55
230.38,11.61
231.52,11.6
232.68,11.45
233.82,11.44
234.98,11.27
236.12,11.21
237.28,11.18
238.42,11.19
239.58,10.98
240.71,11.09
241.88,10.94
243.01,10.93
244.18,10.85
245.31,10.77
246.48,10.61
247.61,10.55
248.78,10.49
249.91,10.62
251.08,10.47
252.21,10.34
253.38,10.25
254.51,10.27
255.65,10.16
256.81,10.09
257.95,9.97
259.11,9.94
260.25,10.07
261.41,10.07
262.55,9.96
263.71,9.94
264.85,9.79
266.01,9.87
267.15,9.76
268.31,9.57
269.45,9.38
270.61,9.37
271.75,9.32
272.88,9.25
274.05,9.35
275.18,9.29
276.35,9.16
277.48,9.17
278.65,9.12
279.78,9.08
280.95,8.93
282.08,8.87
283.25,8.85
284.38,8.79
285.51,8.65
286.68,8.69
287.81,8.66
288.98,8.74
290.11,8.75
291.28,8.64
292.41,8.73
293.58,8.58
294.71,8.51
295.88,8.48
297.01,8.48
