time,angle
5.4,51.81
6.6,51.06
7.8,50.48
9.0,49.84
10.2,49.27
11.37,48.67
12.57,48.4
13.77,48.02
14.97,47.58
16.17,46.93
17.33,46.39
18.53,45.9
19.7,45.37
20.9,45.04
22.07,44.46
23.27,44.17
24.43,43.72
25.63,43.3
26.8,42.97
28.0,42.56
29.17,42.22
30.33,41.94
31.53,41.52
32.7,41.18
33.87,40.83
35.03,40.53
36.23,40.07
37.4,39.6
38.56,39.3
39.73,38.81
40.9,38.49
42.06,38.31
43.23,37.92
44.4,37.57
45.6,37.2
46.76,37.08
47.93,36.69
49.1,36.54
50.26,36.19
51.43,36.02
52.56,35.89
53.73,35.58
54.9,35.3
56.06,35.22
57.23,34.81
58.4,34.23
59.56,33.96
60.73,33.8
61.9,33.45
63.03,33.2
64.2,32.89
65.36,32.87
66.53,32.59
67.66,32.29
68.83,32.11
70.0,31.85
71.16,31.7
72.33,31.25
73.46,31.26
74.63,31.21
75.8,30.91
76.93,30.49
78.1,30.31
79.26,30.08
80.4,29.89
81.56,29.69
82.73,29.36
83.86,29.13
85.03,28.95
86.2,28.73
87.33,28.73
88.5,28.31
89.63,28.32
90.8,28.18
91.93,27.96
93.1,27.81
94.23,27.44
95.4,27.38
96.56,27.14
97.7,27.08
98.86,26.4
100.0,26.82
101.16,26.36
102.3,25.9
103.46,25.89
104.59,25.58
105.76,25.5
106.89,25.25
108.13,22.4
109.19,25.1
110.33,24.49
111.49,24.76
112.66,24.16
113.79,24.41
114.93,24.32
116.09,24.2
117.23,24.17
118.36,24.02
119.53,23.8
120.66,23.68
121.83,23.36
123.03,21.43
124.09,23.16
125.33,20.99
126.39,22.93
127.53,22.71
128.69,22.66
129.83,22.67
130.96,22.36
132.13,22.25
133.26,22.1
134.43,22.0
135.56,21.87
136.69,21.6
137.83,21.29
138.99,21.17
140.13,21.42
141.26,21.11
142.39,21.04
143.56,21.08
144.69,20.84
145.76,18.16
146.99,20.72
148.13,20.53
149.26,20.33
150.43,20.11
151.56,20.13
152.69,20.02
153.83,19.96
154.99,19.73
156.13,19.92
157.26,19.8
158.39,19.66
159.56,19.53
160.69,18.77
161.79,18.65
162.96,18.94
164.13,18.42
165.26,18.38
166.39,18.42
167.53,18.51
168.66,18.56
169.83,18.34
170.96,18.25
172.09,18.26
173.22,17.99
174.36,17.84
175.52,17.76
176.66,17.85
177.79,17.86
178.92,17.65
180.06,17.53
181.19,17.36
182.36,17.35
183.49,17.27
184.62,17.18
185.76,17.03
186.89,16.85
188.02,16.79
189.19,16.71
190.32,16.58
191.46,16.42
192.59,16.11
193.72,16.43
194.86,16.32
195.99,16.13
197.16,16.0
198.29,16.02
199.42,16.01
200.56,15.78
201.69,15.92
202.82,15.73
203.96,15.15
205.09,14.99
206.26,14.9
207.39,15.26
208.52,15.0
209.66,15.0
210.79,14.68
211.92,15.04
213.06,14.95
214.19,14.91
215.32,14.85
216.46,14.65
217.59,14.51
218.76,14.48
219.89,14.43
221.02,14.35
222.16,14.23
223.29,14.18
224.42,14.08
225.56,13.96
226.69,13.96
227.82,13.79
228.96,13.53
230.09,13.42
231.22,13.27
232.36,13.24
233.49,13.18
234.66,13.22
235.79,13.15
236.92,13.1
238.06,13.04
239.19,13.13
240.32,12.91
241.45,13.0
242.59,12.84
243.72,12.66
244.85,12.67
245.99,12.6
247.12,12.42
248.25,12.43
249.39,12.17
250.52,12.09
251.65,11.97
252.79,11.83
253.92,11.82
255.05,11.76
256.19,11.78
257.32,11.79
258.45,11.62
259.59,11.52
260.72,11.46
261.85,11.42
262.99,11.29
264.12,11.31
265.25,11.29
266.39,11.2
267.52,11.1
268.65,11.12
269.79,10.93
270.92,10.84
272.05,10.68
273.19,10.62
274.32,10.47
275.45,10.58
276.59,10.46
277.72,10.47
278.85,10.55
279.99,10.46
281.12,10.14
282.25,10.06
283.39,9.97
284.52,10.14
285.65,10.1
286.79,9.96
287.92,9.85
289.05,9.82
290.19,9.81
291.32,9.66
292.45,9.53
293.59,9.43
294.72,9.44
295.85,9.35
296.99,9.35
298.12,9.4
299.25,9.46
300.39,9.36
301.52,9.35
302.65,9.28
303.79,9.24
304.92,9.21
306.05,9.16
307.19,9.27
308.32,9.11
309.45,9.08
310.58,9.01
311.68,9.02
312.82,8.84
313.95,8.6
315.08,8.64
316.22,8.71
317.35,8.64
318.48,8.61
319.62,8.57
320.75,8.53
321.88,8.49
323.02,8.52
324.15,8.59
325.28,8.41
326.42,8.43
327.55,8.42
328.68,8.41
329.82,8.32
330.95,8.31
332.08,8.26
333.18,8.63
